rank count word class
2368 3614 landscape noun
2703 2997 lane noun
462 22117 language noun
4324 1475 lap noun
198 47185 large adjective
1321 7350 largely adverb
4949 1209 laser noun
71 140063 last adjective
1564 6124 last verb
356 27673 late adjective
1251 7895 late adverb
323 30326 later adverb
1267 7762 latter determiner
3518 1968 laugh noun
1066 9436 laugh verb
3293 2190 laughter noun
3565 1933 launch noun
1477 6508 launch verb
326 30169 law noun
4465 1410 lawn noun
1976 4591 lawyer noun
1300 7517 lay verb
2269 3845 layer noun
4940 1211 layout noun
1346 7197 lead noun
284 32923 lead verb
636 15903 leader noun
1918 4809 leadership noun
1789 5267 leading adjective
1852 5028 leaf noun
3487 1999 leaflet noun
1212 8309 league noun
1887 4904 lean verb
3402 2078 leap verb
432 23394 learn verb
4703 1294 learner noun
3446 2040 learning noun
3102 2387 lease noun
298 31713 least adverb
2939 2625 leather noun
3727 1824 leave noun
136 64447 leave verb
2779 2867 lecture noun
4558 1367 lecturer noun
895 11343 left adjective
3337 2141 left noun
858 11858 leg noun
4926 1218 legacy noun
776 13103 legal adjective
3992 1655 legend noun
1385 6974 legislation noun
3647 1879 legislative adjective
4121 1575 legitimate adjective
2781 2866 leisure noun
4816 1250 lemon noun
2719 2980 lend verb
1195 8472 length noun
334 29147 less adverb
959 10522 less determiner
3748 1807 lesser adjective
2005 4503 lesson noun
330 29768 let verb
481 21488 letter noun
2458 3434 level adjective
268 34885 level noun
1932 4756 liability noun
3243 2244 liable adjective
1773 5329 liberal adjective
3796 1782 liberation noun
3700 1846 liberty noun
4565 1365 librarian noun
976 10356 library noun
2079 4314 licence noun
4564 1365 lid noun
3279 2211 lie noun
447 22959 lie verb
137 64423 life noun
2326 3727 lifespan noun
4673 1308 lifestyle noun
3577 1928 lifetime noun
2784 2861 lift noun
1368 7080 lift verb
1189 8512 light adjective
553 18853 light noun
2060 4357 light verb
4245 1515 lighting noun
3540 1954 lightly adverb
2329 3712 like adjective
2214 3990 like adverb
3775 1792 like conjunction
91 110090 like preposition
221 41909 like verb
4980 1196 likelihood noun
449 22899 likely adjective
4207 1538 limb noun
1556 6155 limit noun
1324 7340 limit verb
2875 2729 limitation noun
1592 5984 limited adjective
278 33888 line noun
3865 1743 line verb
4693 1298 linear adjective
3050 2457 linguistic adjective
1476 6509 link noun
1285 7620 link verb
3722 1828 lion noun
1483 6477 lip noun
4799 1259 liquid adjective
4307 1486 liquid noun
727 14212 list noun
2065 4342 list verb
844 12080 listen verb
3496 1989 literally adverb
2484 3385 literary adjective
1792 5260 literature noun
370 26953 little adjective
1020 9877 little adverb
378 26553 little determiner
2709 2989 live adjective
289 32675 live verb
4118 1577 lively adjective
4203 1540 liver noun
1451 6648 living adjective
3937 1688 living noun
2238 3933 load noun
3295 2185 load verb
1471 6538 loan noun
208 44920 local adjective
3250 2240 local noun
3752 1805 locally adverb
2323 3733 locate verb
1725 5499 location noun
3076 2421 lock noun
2371 3613 lock verb
4276 1500 log noun
3164 2326 logic noun
3185 2315 logical adjective
3778 1790 lonely adjective
230 40492 long adjective
304 31143 long adverb
4405 1440 long verb
2170 4103 long-term adjective
637 15872 look noun
90 111058 look verb
4973 1197 loop noun
3145 2347 loose adjective
1942 4708 lord noun
4733 1285 lordship noun
3454 2035 lorry noun
362 27484 lose verb
663 15442 loss noun
3149 2344 lost adjective
288 32733 lot noun
3673 1864 loud adjective
4754 1276 loud adverb
4645 1322 lounge noun
741 13921 love noun
666 15398 love verb
1504 6390 lovely adjective
2788 2855 lover noun
376 26616 low adjective
3003 2515 low adverb
2756 2912 lower verb
4648 1320 loyal adjective
3498 1988 loyalty noun
2761 2895 luck noun
2172 4101 lucky adjective
4442 1419 lump noun
1738 5455 lunch noun
3771 1794 lung noun
753 13518 machine noun
3127 2363 machinery noun
2566 3210 mad adjective
1641 5813 magazine noun
4144 1564 magic adjective
4088 1602 magic noun
2863 2741 magistrate noun
4260 1507 magnetic adjective
3497 1988 magnificent adjective
2984 2542 mail noun
407 24370 main adjective
1371 7065 mainly adverb
856 11881 maintain verb
2210 4001 maintenance noun
426 23629 major adjective
988 10146 majority noun
46 217268 make verb
4604 1346 makeup noun
3191 2309 maker noun
1225 8133 male adjective
1817 5138 male noun
4925 1218 mammal noun
101 97985 man noun
688 14894 manage verb
470 21884 management noun
525 19636 manager noun
4628 1333 managerial adjective
4840 1244 manipulate verb
1397 6924 manner noun
4175 1551 manual noun
4354 1465 manufacture noun
2732 2955 manufacture verb
2039 4408 manufacturer noun
4181 1547 manufacturing adjective
4654 1317 manuscript noun
108 89659 many determiner
1830 5085 map noun
4753 1276 map verb
4584 1357 marble noun
2840 2775 march noun
3486 1999 march verb
2941 2623 margin noun
3322 2154 marginal adjective
4112 1583 marine adjective
1560 6139 mark noun
1210 8326 mark verb
3410 2073 marked adjective
4923 1219 marker noun
318 30596 market noun
1518 6309 market verb
2339 3690 marketing noun
1164 8668 marriage noun
1903 4844 married adjective
1171 8631 marry verb
3750 1806 marvellous adjective
4557 1367 mask noun
2600 3155 mass adjective
1800 5224 mass noun
2059 4360 massive adjective
1482 6479 master noun
1159 8718 match noun
1611 5908 match verb
3318 2160 mate noun
4763 1272 material adjective
543 19057 material noun
4823 1248 mathematical adjective
3517 1969 mathematics noun
4202 1540 matrix noun
379 26304 matter noun
1874 4947 matter verb
4136 1567 mature adjective
4587 1356 maturity noun
2537 3263 maximum adjective
3615 1897 maximum noun
88 113024 may modal
152 61446 may verb
965 10472 maybe adverb
4357 1464 mayor noun
73 138151 me pronoun
1449 6654 meal noun
2557 3223 mean adjective
134 66556 mean verb
1188 8530 meaning noun
781 12942 means noun
4463 1411 meantime noun
1917 4813 meanwhile adverb
937 10760 measure noun
1441 6683 measure verb
2685 3025 measurement noun
2300 3772 meat noun
3543 1948 mechanical adjective
1885 4913 mechanism noun
4014 1642 medal noun
1242 7977 media noun
1074 9338 medical adjective
2677 3040 medicine noun
3259 2228 medieval adjective
4911 1222 medium adjective
3218 2282 medium noun
267 34970 meet verb
504 20544 meeting noun
4767 1271 melt verb
199 47141 member noun
1778 5322 membership noun
4783 1267 membrane noun
4239 1518 memorial noun
984 10221 memory noun
1643 5803 mental adjective
3549 1943 mentally adverb
3984 1657 mention noun
921 10950 mention verb
3437 2046 menu noun
2778 2868 merchant noun
2649 3083 mere adjective
1292 7596 merely adverb
4744 1281 merge verb
3570 1932 merger noun
3741 1811 merit noun
3507 1977 mess noun
1126 8938 message noun
1692 5621 metal noun
4953 1207 metaphor noun
575 18044 method noun
2096 4277 metre noun
4347 1469 metropolitan adjective
4836 1245 mid adjective
2012 4487 middle adjective
1509 6363 middle noun
4591 1355 middle-class adjective
3670 1866 midnight noun
151 61446 might modal
4491 1400 migration noun
3924 1700 mild adjective
780 12952 mile noun
919 10998 military adjective
1908 4832 milk noun
2619 3122 mill noun
448 22926 mind noun
1124 8946 mind verb
1929 4769 mine noun
2143 4148 mine pronoun
3325 2150 miner noun
4378 1453 mineral noun
4531 1379 minimal adjective
2797 2837 minimum adjective
3229 2264 minimum noun
4530 1379 mining noun
335 29141 minister noun
1707 5544 ministry noun
2014 4482 minor adjective
2081 4313 minority noun
4539 1376 minus preposition
3559 1936 minute adjective
396 25440 minute noun
4143 1564 miracle noun
2370 3613 mirror noun
4987 1193 miserable adjective
4637 1329 misery noun
952 10627 miss verb
3609 1902 missile noun
4426 1426 missing adjective
2622 3118 mission noun
4741 1282 mist noun
1846 5045 mistake noun
4475 1406 mistake verb
4189 1544 mix noun
2136 4155 mix verb
3493 1991 mixed adjective
2468 3418 mixture noun
4952 1207 mobile adjective
4445 1418 mobility noun
2227 3962 mode noun
591 17553 model noun
4268 1502 model verb
772 13156 modern adjective
3197 2301 modest adjective
3668 1867 modification noun
3210 2291 modify verb
1619 5882 module noun
4688 1301 molecular adjective
3444 2041 molecule noun
397 25371 moment noun
2800 2833 monetary adjective
247 37892 money noun
2310 3758 monitor verb
3336 2141 monopoly noun
4020 1639 monster noun
236 39819 month noun
4275 1500 monthly adjective
4762 1272 monument noun
2336 3696 mood noun
3020 2488 moon noun
2195 4038 moral adjective
3976 1663 moral noun
4879 1231 morality noun
68 146029 more adverb
131 67198 more determiner
2073 4327 moreover adverb
471 21845 morning noun
3217 2282 mortality noun
2744 2927 mortgage noun
172 54966 most adverb
212 43792 most determiner
2241 3928 mostly adverb
354 27784 mother noun
1788 5269 motion noun
4812 1254 motivate verb
3879 1735 motivation noun
3413 2070 motive noun
1841 5052 motor noun
4485 1403 motorway noun
2682 3036 mount verb
1590 5998 mountain noun
2793 2844 mouse noun
1014 9930 mouth noun
1125 8945 move noun
249 37836 move verb
580 17880 movement noun
2804 2822 movie noun
4124 1574 moving adjective
153 61338 much adverb
301 31284 much determiner
3530 1961 mud noun
3054 2454 multiple adjective
1597 5961 murder noun
3099 2390 murder verb
3298 2184 murmur verb
2287 3792 muscle noun
1473 6516 museum noun
681 15024 music noun
2780 2866 musical adjective
3785 1787 musician noun
120 72059 must modal
3419 2064 mutter verb
3290 2198 mutual adjective
65 152619 my determiner
821 12444 myself pronoun
4619 1336 mysterious adjective
2837 2781 mystery noun
3474 2012 myth noun
4318 1481 nail noun
3435 2049 naked adjective
292 32309 name noun
1523 6284 name verb
3313 2164 namely adverb
1772 5342 narrow adjective
4955 1206 narrow verb
3652 1877 nasty adjective
1192 8508 nation noun
256 37231 national adjective
4367 1459 nationalist noun
3656 1874 native adjective
722 14304 natural adjective
2131 4172 naturally adverb
570 18223 nature noun
4274 1500 naval adjective
3952 1680 navy noun
2480 3399 near adjective
2633 3107 near adverb
724 14248 near preposition
3452 2036 nearby adjective
4188 1544 nearby adverb
884 11484 nearly adverb
3720 1829 neat adjective
4855 1239 neatly adverb
1678 5670 necessarily adverb
573 18107 necessary adjective
3451 2036 necessity noun
1598 5958 neck noun
2497 3356 need modal
280 33660 need noun
147 62201 need verb
3441 2043 needle noun
2015 4481 negative adjective
4420 1429 neglect verb
4861 1236 negligence noun
2597 3158 negotiate verb
1920 4807 negotiation noun
1881 4919 neighbour noun
3962 1672 neighbourhood noun
4938 1212 neighbouring adjective
1798 5227 neither adverb
2687 3018 neither determiner
3006 2511 nerve noun
2652 3079 nervous adjective
3766 1795 nest noun
2354 3637 net adjective
2399 3563 net noun
1140 8853 network noun
4101 1591 neutral adjective
170 55899 never adverb
1337 7236 nevertheless adverb
85 115523 new adjective
2877 2724 newly adverb
769 13223 news noun
1187 8544 newspaper noun
217 43139 next adverb
202 46221 next determiner
770 13183 nice adjective
238 39315 night noun
4013 1642 nightmare noun
368 27178 no adverb
74 137026 no determiner
128 67999 no interjection
1112 9064 noone pronoun
4556 1367 noble adjective
1540 6229 nobody pronoun
1576 6073 nod verb
1737 5455 noise noun
1198 8440 none pronoun
3473 2012 nonetheless adverb
4022 1637 nonsense noun
822 12442 nor conjunction
3784 1787 norm noun
820 12451 normal adjective
1217 8265 normally adverb
1123 8949 north noun
1949 4692 northern adjective
1940 4726 nose noun
21 465486 not adverb
4115 1581 notable adjective
3120 2370 notably adverb
841 12166 note noun
1501 6405 note verb
277 34064 nothing pronoun
1587 6015 notice noun
1041 9663 notice verb
1972 4600 notion noun
4534 1378 novel adjective
2189 4047 novel noun
70 143801 now adverb
4059 1620 nowadays adverb
3129 2362 nowhere adverb
1266 7776 nuclear adjective
156 60607 number noun
2560 3216 numerous adjective
1771 5343 nurse noun
4479 1404 nurse verb
3381 2103 nursery noun
4258 1508 nut noun
4515 1389 oak noun
4685 1304 obey verb
1038 9697 object noun
3489 1997 object verb
2962 2569 objection noun
3628 1892 objective adjective
1364 7088 objective noun
2160 4117 obligation noun
3288 2200 oblige verb
1858 5010 observation noun
1323 7341 observe verb
2940 2624 observer noun
4484 1403 obstacle noun
824 12382 obtain verb
1191 8510 obvious adjective
915 11014 obviously adverb
1100 9152 occasion noun
2953 2602 occasional adjective
2226 3963 occasionally adverb
2592 3165 occupation noun
3913 1711 occupational adjective
2021 4460 occupy verb
650 15635 occur verb
4575 1360 occurrence noun
3605 1909 ocean noun
1981 4584 odd adjective
4215 1532 odd noun
3 3093444 of preposition
200 46285 off adverb
425 23629 off preposition
1601 5951 offence noun
3938 1687 offender noun
1163 8668 offer noun
355 27697 offer verb
329 29943 office noun
614 16555 officer noun
1505 6387 official adjective
1061 9544 official noun
3793 1783 officially adverb
253 37640 often adverb
914 11022 oil noun
3961 1672 ok interjection
4508 1392 okay adjective
934 10798 okay adverb
132 66999 old adjective
4956 1204 old-fashioned adjective
4454 1415 omit verb
127 68362 on adverb
16 680739 on preposition
359 27632 once adverb
960 10511 once conjunction
110 86364 one pronoun
4966 1200 onion noun
313 30775 only adjective
84 122128 only adverb
1546 6208 onto preposition
4453 1415 onwards adverb
587 17662 open adjective
2807 2819 open adverb
392 25614 open verb
2004 4504 opening noun
4867 1234 openly adverb
3075 2422 opera noun
967 10462 operate verb
2867 2735 operating noun
631 16040 operation noun
3997 1652 operational adjective
2681 3036 operator noun
1090 9213 opinion noun
2708 2993 opponent noun
634 16002 opportunity noun
2181 4070 oppose verb
4001 1649 opposed adjective
2289 3790 opposite adjective
1089 9214 opposition noun
3948 1681 opt verb
4885 1229 optimistic adjective
1093 9189 option noun
29 373808 or conjunction
3614 1898 oral adjective
4386 1448 orange adjective
4166 1553 orange noun
3940 1686 orchestra noun
251 37736 order noun
1255 7859 order verb
1403 6900 ordinary adjective
3136 2357 organ noun
3372 2109 organic adjective
767 13237 organisation noun
1757 5377 organise verb
4096 1596 organiser noun
3744 1809 organism noun
1081 9272 organization noun
2523 3309 organize verb
4979 1196 orientation noun
1941 4724 origin noun
932 10808 original adjective
2011 4492 originally adverb
4494 1399 originate verb
75 135185 other adjective
264 35164 other noun
685 14959 other pronoun
1150 8798 otherwise adverb
1574 6077 ought modal
102 95001 our determiner
3902 1717 ours pronoun
1998 4515 ourselves pronoun
49 201819 out adverb
3064 2433 out preposition
4988 1192 outbreak noun
1975 4591 outcome noun
3056 2448 outer adjective
4507 1392 outlet noun
3876 1737 outline noun
2717 2981 outline verb
1563 6129 output noun
2346 3654 outside adjective
1799 5224 outside adverb
3773 1793 outside noun
901 11276 outside preposition
4650 1319 outsider noun
2693 3010 outstanding adjective
4201 1540 oven noun
142 62993 over adverb
4273 1501 over noun
123 70676 over preposition
1865 4968 overall adjective
4244 1515 overall adverb
4177 1549 overall noun
2508 3339 overcome verb
3449 2037 overlook verb
4828 1247 overnight adverb
2950 2608 overseas adjective
4896 1226 overseas adverb
2010 4492 owe verb
4384 1449 owl noun
126 69459 own determiner
1536 6236 own verb
1155 8752 owner noun
2636 3102 ownership noun
3662 1870 oxygen noun
4835 1245 ozone noun
2578 3191 pace noun
2721 2976 pack noun
2381 3598 pack verb
1452 6646 package noun
4873 1233 package verb
3878 1735 packet noun
708 14546 page noun
4901 1224 paid adjective
1202 8408 pain noun
3596 1915 painful adjective
2989 2536 paint noun
1992 4539 paint verb
3947 1681 painter noun
1405 6895 painting noun
1224 8143 pair noun
2811 2814 palace noun
2402 3556 pale adjective
4187 1544 palm noun
4146 1562 pan noun
1898 4857 panel noun
3813 1771 panic noun
423 23694 paper noun
2478 3401 paragraph noun
3999 1651 parallel adjective
4506 1393 parallel noun
3898 1720 parameter noun
3965 1671 pardon noun
515 20060 parent noun
4647 1321 parental adjective
2057 4373 parish noun
1622 5879 park noun
3007 2510 park verb
1008 10010 parliament noun
2068 4337 parliamentary adjective
135 65773 part noun
3634 1888 part-time adjective
3792 1783 partial adjective
4676 1307 partially adverb
2799 2836 participant noun
2785 2860 participate verb
2902 2690 participation noun
3151 2342 particle noun
339 28887 particular adjective
468 22002 particularly adverb
1668 5706 partly adverb
1176 8605 partner noun
2234 3950 partnership noun
177 52979 party noun
3055 2452 pass noun
501 20633 pass verb
1821 5116 passage noun
2035 4416 passenger noun
3001 2516 passion noun
4595 1354 passive adjective
1158 8728 past adjective
3333 2142 past adverb
1120 8972 past noun
1494 6426 past preposition
3233 2257 patch noun
1291 7596 path noun
3058 2447 patient adjective
438 23106 patient noun
687 14934 pattern noun
4114 1581 pause noun
2467 3419 pause verb
3732 1819 pavement noun
1823 5110 pay noun
257 36665 pay verb
3971 1666 payable adjective
1026 9811 payment noun
1142 8847 peace noun
4017 1640 peaceful adjective
2489 3374 peak noun
2504 3345 peasant noun
4401 1441 peculiar adjective
4834 1245 peer noun
3758 1801 peer verb
3115 2374 pen noun
2304 3766 penalty noun
4439 1420 pencil noun
4863 1235 penetrate verb
3394 2089 penny noun
1594 5979 pension noun
3531 1960 pensioner noun
80 125430 people noun
718 14402 per preposition
2815 2811 perceive verb
225 41205 percent noun
2715 2984 percentage noun
2517 3320 perception noun
1702 5574 perfect adjective
2028 4439 perfectly adverb
1167 8648 perform verb
704 14620 performance noun
266 35039 perhaps adverb
348 28300 period noun
1995 4530 permanent adjective
4884 1229 permanently adverb
2506 3343 permission noun
2091 4289 permit verb
3789 1785 persist verb
4819 1249 persistent adjective
337 28981 person noun
589 17622 personal adjective
2365 3621 personality noun
2932 2635 personally adverb
2513 3325 personnel noun
2295 3779 perspective noun
1864 4970 persuade verb
4543 1375 pet noun
4231 1524 petition noun
3190 2309 petrol noun
1689 5639 phase noun
2410 3541 phenomenon noun
4732 1285 philosophical adjective
2387 3590 philosophy noun
1357 7150 phone noun
2700 3001 phone verb
3526 1962 photo noun
1706 5549 photograph noun
3960 1672 photographer noun
2169 4103 phrase noun
1055 9569 physical adjective
3503 1980 physically adverb
3675 1862 physics noun
3382 2102 piano noun
703 14622 pick verb
642 15748 picture noun
4758 1275 picture verb
689 14873 piece noun
3328 2149 pig noun
3203 2294 pile noun
2159 4117 pilot noun
4726 1287 pin noun
4380 1451 pin verb
2734 2948 pink adjective
3861 1744 pint noun
2629 3111 pipe noun
3154 2338 pit noun
2698 3003 pitch noun
3740 1811 pity noun
184 51537 place noun
620 16392 place verb
3073 2425 plain adjective
4259 1507 plain noun
2263 3863 plaintiff noun
475 21727 plan noun
658 15538 plan verb
2002 4505 plane noun
3143 2348 planet noun
4326 1474 planned adjective
1199 8433 planning noun
698 14638 plant noun
2858 2752 plant verb
1999 4511 plastic noun
1718 5515 plate noun
2495 3366 platform noun
1218 8250 play noun
245 38053 play verb
761 13337 player noun
4374 1455 plea noun
3857 1745 plead verb
2847 2766 pleasant adjective
790 12862 please adverb
2340 3689 please verb
2655 3076 pleased adjective
1628 5853 pleasure noun
1904 4841 plenty pronoun
3276 2214 plot noun
4586 1356 plunge verb
1293 7592 plus preposition
1809 5172 pocket noun
2212 3997 poem noun
2604 3153 poet noun
2814 2811 poetry noun
190 49187 point noun
795 12844 point verb
3079 2419 pole noun
360 27508 police noun
2525 3306 policeman noun
271 34775 policy noun
4514 1389 polish adjective
4983 1195 polite adjective
322 30366 political adjective
3932 1695 politically adverb
2047 4391 politician noun
1307 7456 politics noun
2254 3901 poll noun
2290 3789 pollution noun
4030 1635 polytechnic noun
3490 1994 pond noun
1719 5513 pool noun
613 16579 poor adjective
3135 2358 pop noun
3594 1916 pop verb
4180 1548 pope noun
953 10600 popular adjective
4606 1345 popularity noun
696 14664 population noun
2153 4125 port noun
3762 1798 portfolio noun
4196 1541 portion noun
3249 2240 portrait noun
2838 2778 pose verb
375 26625 position noun
4392 1446 position verb
1204 8397 positive adjective
4616 1337 positively adverb
2194 4038 possess verb
2338 3691 possession noun
1060 9555 possibility noun
276 34178 possible adjective
1342 7211 possibly adverb
1028 9776 post noun
4224 1527 post verb
4068 1614 post-war adjective
4134 1568 poster noun
2741 2936 pot noun
2999 2518 potato noun
1487 6456 potential adjective
1886 4904 potential noun
3062 2437 potentially adverb
574 18058 pound noun
2319 3739 pour verb
2626 3115 poverty noun
4818 1249 powder noun
246 37963 power noun
1341 7213 powerful adjective
1268 7753 practical adjective
4473 1407 practically adverb
490 20950 practice noun
2658 3069 practise verb
2692 3010 practitioner noun
4760 1273 praise noun
4334 1472 praise verb
3013 2501 pray verb
2628 3111 prayer noun
3167 2324 precede verb
3821 1768 precious adjective
2763 2892 precise adjective
2438 3486 precisely adverb
4666 1311 predator noun
4051 1622 predecessor noun
2396 3578 predict verb
4200 1540 prediction noun
4822 1248 predominantly adverb
1412 6854 prefer verb
2647 3085 preference noun
3808 1775 pregnancy noun
3275 2215 pregnant adjective
4498 1396 prejudice noun
4449 1417 preliminary adjective
4997 1189 premier adjective
2259 3881 premise noun
3165 2325 premium noun
2070 4332 preparation noun
683 14961 prepare verb
4920 1220 prescribe verb
1234 8097 presence noun
763 13308 present adjective
1005 10023 present noun
756 13475 present verb
2282 3798 presentation noun
2363 3629 preserve verb
947 10678 president noun
3390 2095 presidential adjective
991 10129 press noun
1309 7438 press verb
699 14635 pressure noun
2532 3279 presumably adverb
2857 2752 pretend verb
2866 2736 pretty adjective
1746 5421 pretty adverb
980 10286 prevent verb
4377 1454 prevention noun
832 12286 previous adjective
1408 6873 previously adverb
4174 1551 prey noun
369 27166 price noun
4448 1417 price verb
2934 2633 pride noun
2540 3256 priest noun
2608 3137 primarily adverb
1261 7821 primary adjective
3828 1765 primary noun
849 12031 prime adjective
4322 1476 primitive adjective
2297 3774 prince noun
3864 1743 princess noun
2431 3498 principal adjective
4094 1599 principal noun
742 13877 principle noun
2615 3129 print noun
2245 3923 print verb
3010 2504 printer noun
4965 1200 printing noun
2115 4224 prior adjective
1775 5327 priority noun
1318 7368 prison noun
1984 4574 prisoner noun
601 17022 private adjective
4948 1209 privately adverb
4649 1319 privatisation noun
2992 2533 privilege noun
2125 4187 prize noun
3590 1919 probability noun
4944 1210 probable adjective
364 27303 probably adverb
4775 1269 probe noun
168 56483 problem noun
909 11100 procedure noun
2201 4022 proceed verb
2025 4455 proceeding noun
353 28035 process noun
3400 2085 process verb
3107 2379 processing noun
3307 2177 processor noun
332 29490 produce verb
2415 3538 producer noun
476 21712 product noun
639 15837 production noun
4512 1390 productive adjective
3588 1920 productivity noun
2237 3939 profession noun
958 10527 professional adjective
2726 2969 professional noun
3311 2168 professor noun
2825 2792 profile noun
906 11119 profit noun
4576 1359 profitable adjective
4365 1460 profound adjective
1676 5677 program noun
395 25444 programme noun
1382 6987 progress noun
2994 2525 progress verb
3889 1727 progressive adjective
548 18916 project noun
2872 2732 project verb
3569 1932 prominent adjective
2429 3502 promise noun
1394 6930 promise verb
1571 6085 promote verb
4810 1255 promoter noun
2373 3612 promotion noun
3317 2160 prompt verb
4613 1341 pronounce verb
2750 2921 proof noun
1478 6504 proper adjective
1680 5667 properly adverb
610 16646 property noun
1260 7822 proportion noun
1515 6345 propos verb
920 10963 proposal noun
4483 1403 propose verb
2433 3494 proposed adjective
3466 2018 proposition noun
3039 2464 prosecution noun
1855 5014 prospect noun
4653 1317 prospective adjective
1174 8610 protect verb
1239 8025 protection noun
4731 1285 protective adjective
2196 4037 protein noun
2279 3809 protest noun
2918 2660 protest verb
4497 1396 protocol noun
2575 3200 proud adjective
691 14812 prove verb
195 47923 provide verb
1948 4692 provided conjunction
3207 2292 providing conjunction
2656 3074 province noun
4037 1627 provincial adjective
788 12876 provision noun
3613 1898 provoke verb
2845 2768 psychological adjective
4574 1360 psychologist noun
2988 2536 psychology noun
1819 5127 pub noun
308 30983 public adjective
1314 7411 public noun
1667 5706 publication noun
3043 2461 publicity noun
4111 1584 publicly adverb
835 12242 publish verb
2707 2993 publisher noun
4750 1277 publishing noun
743 13852 pull verb
4664 1312 pulse noun
4774 1269 pump noun
4990 1191 pump verb
4671 1309 punish verb
3080 2418 punishment noun
977 10320 pupil noun
2344 3671 purchase noun
2305 3764 purchase verb
3133 2360 purchaser noun
2369 3613 pure adjective
2969 2562 purely adverb
674 15159 purpose noun
2018 4471 pursue verb
4067 1614 pursuit noun
3625 1893 push noun
1084 9266 push verb
125 69978 put verb
2380 3598 qualification noun
4782 1267 qualified adjective
2477 3401 qualify verb
567 18415 quality noun
2112 4238 quantity noun
1092 9203 quarter noun
2042 4399 queen noun
243 38608 question noun
1985 4570 question verb
3978 1662 questionnaire noun
1608 5920 quick adjective
825 12381 quickly adverb
4383 1449 quid noun
1551 6194 quiet adjective
2146 4140 quietly adverb
226 41169 quite adverb
4538 1376 quota noun
2110 4241 quote verb
3358 2124 rabbit noun
1131 8901 race noun
2528 3295 race verb
4597 1352 racial adjective
3780 1789 radiation noun
2550 3233 radical adjective
4641 1327 radical noun
1111 9066 radio noun
4972 1197 rage noun
3416 2067 raid noun
2008 4502 rail noun
1151 8793 railway noun
1588 6012 rain noun
4725 1287 rain verb
549 18913 raise verb
4282 1497 rally noun
3874 1738 random adjective
497 20726 range noun
2768 2882 range verb
2448 3463 rank noun
3754 1804 rape noun
2444 3471 rapid adjective
1986 4558 rapidly adverb
1866 4967 rare adjective
2124 4190 rarely adverb
3351 2130 rat noun
325 30179 rate noun
4444 1418 rate verb
219 42341 rather adverb
2356 3635 ratio noun
3170 2321 rational adjective
3025 2479 raw adjective
3749 1806 reach noun
445 22992 reach verb
2966 2564 react verb
1296 7565 reaction noun
4769 1270 reactor noun
350 28216 read verb
1181 8592 reader noun
2819 2805 readily adverb
1710 5540 reading noun
995 10110 ready adjective
446 22982 real adjective
1032 9726 realise verb
3693 1851 realistic adjective
1335 7280 reality noun
1629 5849 realize verb
194 48062 really adverb
4766 1271 realm noun
4635 1330 rear adjective
4878 1231 rear noun
333 29194 reason noun
1545 6209 reasonable adjective
2667 3057 reasonably adverb
4267 1502 reassure verb
3494 1990 rebel noun
4663 1313 rebuild verb
1722 5511 recall verb
3655 1874 receipt noun
414 24111 receive verb
3684 1855 receiver noun
640 15812 recent adjective
834 12249 recently adverb
3047 2459 reception noun
2270 3842 recession noun
3666 1868 recipe noun
2199 4027 reckon verb
1076 9316 recognise verb
1653 5759 recognition noun
1617 5887 recognize verb
1618 5886 recommend verb
2249 3917 recommendation noun
524 19639 record noun
978 10315 record verb
2437 3486 recording noun
1877 4932 recover verb
2257 3882 recovery noun
3562 1934 recruit verb
4233 1523 recruitment noun
791 12857 red adjective
3746 1808 red noun
595 17226 reduce verb
4150 1561 reduced adjective
1568 6106 reduction noun
3888 1727 redundancy noun
4922 1219 redundant adjective
747 13673 refer verb
4451 1416 referee noun
1047 9638 reference noun
4186 1544 referendum noun
935 10764 reflect verb
3034 2472 reflection noun
1263 7806 reform noun
2879 2721 refugee noun
3579 1925 refusal noun
979 10312 refuse verb
4943 1210 regain verb
2393 3579 regard noun
1003 10066 regard verb
3175 2319 regarding preposition
4194 1542 regardless adverb
2141 4150 regime noun
4295 1492 regiment noun
759 13452 region noun
1338 7231 regional adjective
2956 2585 register noun
2140 4150 register verb
3155 2337 registration noun
3847 1754 regret verb
1295 7570 regular adjective
2261 3871 regularly adverb
4055 1621 regulate verb
1431 6741 regulation noun
3738 1814 reign noun
2943 2620 reinforce verb
1577 6064 reject verb
4310 1484 rejection noun
806 12634 relate verb
3916 1708 related adjective
526 19628 relation noun
551 18866 relationship noun
1765 5360 relative adjective
2599 3157 relative noun
1248 7912 relatively adverb
2303 3768 relax verb
4860 1236 relaxation noun
1851 5029 release noun
1259 7822 release verb
3993 1654 relevance noun
1243 7950 relevant adjective
3257 2231 reliable adjective
1433 6721 relief noun
3049 2457 relieve verb
1922 4798 religion noun
1484 6476 religious adjective
3448 2037 reluctant adjective
1751 5402 rely verb
3604 1910 remain noun
381 26244 remain verb
3915 1708 remainder noun
2126 4180 remaining adjective
2654 3076 remark noun
3021 2487 remark verb
2421 3525 remarkable adjective
4299 1489 remarkably adverb
3264 2224 remedy noun
374 26748 remember verb
1795 5242 remind verb
4883 1229 reminder noun
2684 3025 remote adjective
3306 2178 removal noun
891 11385 remove verb
3504 1979 render verb
4631 1332 renew verb
2452 3457 rent noun
3000 2516 repair noun
3724 1827 repair verb
1420 6820 repeat verb
4721 1288 repeatedly adverb
